text,avg_size,is_bold,x_indentation,page_num,label
Application form for grant of LTC advance,11.669999999999959,True,199.86,1,title
1. Name of the Government Servant,9.744399999999928,True,70.02,1,body_text
2. Designation,9.744399999999928,True,70.02000000000001,1,body_text
3.,9.744399999999928,True,70.02000000000001,1,body_text
Date of entering the Central Government,9.744399999999928,False,95.9985704,1,body_text
Service,9.744399999999928,False,95.9985704,1,body_text
4. PAY + SI + NPA,9.744399999999928,True,70.02000000000001,1,body_text
5. Whether permanent or temporary,9.744399999999928,True,70.02000000000001,1,body_text
6. Home Town as recorded in the Service Book,9.744399999999928,True,70.02000000000001,1,body_text
7.,9.744399999999928,True,70.02000000000001,1,body_text
Whether wife / husband is employed and if,9.744399999999928,False,95.9985704,1,body_text
so whether entitled to LTC,9.744399999999928,False,95.9985704,1,body_text
8.,9.744399999999928,True,70.02000000000001,1,body_text
Whether the concession is to be availed for,9.744399999999928,False,95.9985704,1,body_text
visiting home town and if so block for which,9.744399999999928,False,95.9985704,1,body_text
LTC is to be availed.,9.744400000000041,False,95.9985704,1,body_text
9.,9.744400000000041,True,70.02000000000001,1,body_text
(a) If the concession is to visit anywhere in,9.744400000000041,False,95.9985704,1,body_text
"India, the place to be visited.",9.744400000000041,False,95.9985704,1,body_text
(b) Block for which to be availed.,9.744400000000041,False,95.9985704,1,body_text
10.,9.744400000000041,True,70.02000000000001,1,body_text
Single rail fare/bus fare from the,9.744400000000041,False,95.9985704,1,body_text
headquarters to home town/place of visit by,9.744400000000041,False,95.9985704,1,body_text
shortest route.,9.744400000000041,False,95.9985704,1,body_text
11.,9.744400000000041,True,70.02000000000001,1,body_text
Persons in respect of whom LTC is proposed to be availed.,9.744400000000041,False,95.9985704,1,body_text
S.No Name Age Relationship,9.744400000000041,True,95.9985704,1,body_text
1.,9.744400000000041,True,103.62843559999999,1,body_text
2.,9.744400000000041,True,103.62843559999999,1,body_text
3.,9.744400000000041,True,103.62843559999999,1,body_text
4.,9.744400000000041,True,103.62843559999999,1,body_text
5.,9.744400000000041,True,103.62843559999999,1,body_text
6.,9.744400000000041,True,103.62843559999999,1,body_text
12.,9.744400000000041,True,70.02974439999998,1,body_text
Amount of advance required. Rs.,9.744400000000041,False,96.0083148,1,body_text
I declare that the particulars furnished above are true and correct to the best of my knowledge. I,9.744399999999985,False,105.07060680000004,1,body_text
undertake to produce the tickets for the outward journey within ten days of receipt of the advance.,9.744399999999985,False,70.02974440000003,1,body_text
In the event of cancellation of the journey or if I fail to produce the tickets within ten days of receipt of,9.744399999999985,False,105.08035120000002,1,body_text
"advance, I undertake to refund the entire advance in one lump sum.",9.744399999999985,False,70.03948880000002,1,body_text
Date,9.744399999999985,True,70.03948880000002,1,body_text
Signature of Government Servant.,9.744399999999985,True,403.04461440000006,1,body_text
Overview,24.0,True,252.65,1,body_text
Foundation Level Extensions,24.0,True,139.346,1,body_text
Version 1.0,12.0,False,275.69,1,body_text
International Software Testing Qualifications Board,18.0,False,103.34,1,body_text
Copyright Notice,9.960000000000008,False,70.944,1,body_text
"This document may be copied in its entirety, or extracts made, if the source is acknowledged.",9.95999999999999,False,70.944,1,body_text
International Overview,10.980000000000018,False,447.91,2,body_text
Software Testing,9.960000000000036,False,437.95,2,body_text
Foundation Level Extension – Agile Tester Qualifications Board,9.960000000000022,False,74.424,2,body_text
Copyright © International Software Testing Qualifications Board (hereinafter called ISTQB®).,9.960000000000036,False,70.944,2,body_text
"Version 2014 Page 2 of 12 May 31, 2014",9.96,False,76.58136,2,body_text
© International Software Testing Qualifications Board,6.0,False,76.584,2,body_text
Qualifications Board,9.960000000000036,False,430.75,3,body_text
International Overview,10.980000000000018,False,447.91,3,body_text
Software Testing,9.960000000000036,False,437.95,3,body_text
Foundation Level Extension – Agile Tester,9.960000000000017,False,74.424,3,body_text
Revision History,15.960000000000036,True,70.944,3,H1
Version Date Remarks,9.960000000000036,True,74.424,3,body_text
0.1 18 JUNE 2013 Initial version,9.960000000000036,False,74.424,3,body_text
0.2 23 JULY 2013 WG reviewed and confirmed,9.960000000000036,False,74.424,3,body_text
0.3 6 NOV 2013 amended population and diagram,9.960000000000036,False,74.424,3,body_text
0.7 11 DEC 2013 Amended Business Outcomes and Chapters matching,9.960000000000036,False,74.424,3,body_text
0.8 20 DEC 2013 Working group updates on 0.7,9.960000000000036,False,74.424,3,body_text
1.0 31 MAY 2014 GA release for Agile Extension,9.960000000000036,False,74.424,3,body_text
"Version 2014 Page 3 of 12 May 31, 2014",9.960000000000008,False,76.584,3,body_text
© International Software Testing Qualifications Board,6.0,False,76.584,3,body_text
..........................................................................................................................................,9.960000000000036,True,151.8192,4,body_text
........................................................................................................................................,9.960000000000036,True,157.33704,4,body_text
............................................................................,9.960000000000036,True,322.97184000000004,4,body_text
...............................................................,9.960000000000036,True,358.86768000000006,4,body_text
.....................................................................................................................,9.960000000000036,False,195.86232000000004,4,body_text
............................................................................................................,9.960000000000036,False,221.81808000000004,4,body_text
...................................................................................................................,9.960000000000036,False,201.62916000000004,4,body_text
...................................................................................................................,9.960000000000036,False,201.62916000000004,4,body_text
...................................................................................................,9.960000000000036,False,247.74396000000004,4,body_text
......................................................................................................................,9.95999999999998,False,192.99384000000003,4,body_text
.........................................,9.95999999999998,True,414.07596,4,body_text
.................................................................................................................,9.95999999999998,False,201.6192,4,body_text
....................................................................................................................................,9.95999999999998,False,146.89896,4,body_text
..........................................................................................................................................,9.95999999999998,True,146.30136,4,body_text
.............................................................................................................................,9.95999999999998,False,167.06796,4,body_text
.......................................................................................................,9.95999999999998,False,230.46336000000002,4,body_text
International Overview,10.980000000000018,False,447.91,4,body_text
Software Testing,9.960000000000036,False,437.95,4,body_text
Foundation Level Extension – Agile Tester Qualifications Board,9.960000000000022,False,74.424,4,body_text
Table of Contents,15.960000000000036,True,70.944,4,H1
Revision History 3,9.960000000000036,True,70.944,4,H1
Table of Contents 4,9.960000000000036,True,70.94400000000002,4,H1
1. Introduction to the Foundation Level Extensions 6,9.960000000000036,True,70.94400000000002,4,H1
2. Introduction to Foundation Level Agile Tester Extension 7,9.960000000000036,True,70.94400000000002,4,H1
2.1 Intended Audience 7,9.960000000000036,False,80.904,4,H2
2.2 Career Paths for Testers 7,9.960000000000036,False,80.904,4,H2
2.3 Learning Objectives 7,9.960000000000036,False,80.91395999999997,4,H2
2.4 Entry Requirements 8,9.960000000000036,False,80.91395999999997,4,H2
2.5 Structure and Course Duration 8,9.960000000000036,False,80.91395999999997,4,H2
2.6 Keeping It Current 9,9.95999999999998,False,80.91395999999997,4,H2
3. Overview of the Foundation Level Extension – Agile Tester Syllabus 10,9.959999999999985,True,70.95396,4,H1
3.1 Business Outcomes 10,9.95999999999998,False,80.904,4,H2
3.2 Content 10,9.95999999999998,False,80.904,4,body_text
4. References 12,9.95999999999998,True,70.94399999999996,4,body_text
4.1 Trademarks 12,9.95999999999998,False,80.904,4,body_text
4.2 Documents and Web Sites 12,9.95999999999998,False,80.91396000000009,4,H2
"Version 2014 Page 4 of 12 May 31, 2014",9.96,False,76.60128000000009,4,body_text
© International Software Testing Qualifications Board,6.0,False,76.584,4,body_text
International Overview,10.980000000000018,False,447.91,5,body_text
Software Testing,9.960000000000036,False,437.95,5,body_text
Foundation Level Extension – Agile Tester Qualifications Board,9.960000000000022,False,74.424,5,body_text
Acknowledgements,15.960000000000036,False,70.944,5,H1
This document was produced by a team from the International Software Testing Qualifications Board,9.960000000000036,False,70.944,5,body_text
Foundation Level Working Group.,9.960000000000036,False,70.944,5,body_text
The Agile Extension team thanks the review team and the National Boards for their suggestions and input.,9.960000000000036,False,70.944,5,body_text
"At the time the Foundation Level Agile Extension Syllabus was completed, the Agile Extension Working",9.960000000000036,False,70.944,5,body_text
"Group had the following membership: Rex Black (Chair), Bertrand Cornanguer (Vice Chair), Gerry",9.960000000000036,False,70.944,5,body_text
"Coleman (Learning Objectives Lead), Debra Friedenberg (Exam Lead), Alon Linetzki (Business Outcomes",9.960000000000036,False,70.944,5,body_text
